,UserId,Text,Date,ProductId,Helpfullness,Sarcasm,Product,Sentiment
33,1309421772807245825,"RT @nutz_n_chops: TGIF!!
How do you intend to spend your weekend?? With a tray of small chops, or a jumbo sized pack of peanuts 🌝🌝
Send us…",2020-09-25,B001E4KFG0,0,1,,1
34,1309421677927952384,"RT @nutz_n_chops: TGIF!!
How do you intend to spend your weekend?? With a tray of small chops, or a jumbo sized pack of peanuts 🌝🌝
Send us…",2020-09-25,B001E4KFG0,0,1,,1
35,1309402306765615104,"RT @nutz_n_chops: TGIF!!
How do you intend to spend your weekend?? With a tray of small chops, or a jumbo sized pack of peanuts 🌝🌝
Send us…",2020-09-25,B001E4KFG0,0,1,,1
36,1309396829516247040,"RT @nutz_n_chops: TGIF!!
How do you intend to spend your weekend?? With a tray of small chops, or a jumbo sized pack of peanuts 🌝🌝
Send us…",2020-09-25,B001E4KFG0,0,1,,1
37,1309396520777781248,"TGIF!!
How do you intend to spend your weekend?? With a tray of small chops, or a jumbo sized pack of peanuts 🌝🌝
Se… https://t.co/6tEGhkjjWK",2020-09-25,B001E4KFG0,1,1,,1
38,1309351279211159552,"@KinsZilla Oh, what people here call ""peanuts butter"" is not peanut butter. It's...not bad! But it's more sweet, le… https://t.co/NgU4DweogK",2020-09-25,B001E4KFG0,1,1,,1
39,1308638404427616257,"Check out Snoopy Plush 29"" United Features Syndicate Stuffed Animal Jumbo Peanuts  https://t.co/QtySimxFTQ via @eBay",2020-09-23,B001E4KFG0,1,1,,0
40,1308473603168632832,@TotalusRankium @CutClassPodcast Of course we know that the elephant Jumbo went to a farm with lots of cotton candy and peanuts.,2020-09-22,B001E4KFG0,1,1,,0
41,1308257338910887937,FART DEBT THE EMAIL MARKETING PILE OF HORSE FERTILIZER PULL A REINDEER DIARRHEA FART CAN LIGHTS CHICKEN TO REMEMBER… https://t.co/uKvEKOCvYC,2020-09-22,B001E4KFG0,0,1,,-1
42,1307399017609998336,"RT @nutz_n_chops: @retweets_9ja We sell peanuts and small chops 
You can contact us for any of our packages
Peanuts=800
Small chops=800-600…",2020-09-19,B001E4KFG0,0,1,,-1
43,1307307970200469504,If that's not a 4-0 winning team right there I'll sit on the crapper all night with a bottle of JD and a jumbo bag… https://t.co/EX7Vn9DCpX,2020-09-19,B001E4KFG0,1,1,,1
44,1307306177525682183,"RT @nutz_n_chops: @retweets_9ja We sell peanuts and small chops 
You can contact us for any of our packages
Peanuts=800
Small chops=800-600…",2020-09-19,B001E4KFG0,0,1,,-1
45,1307305957869973504,"RT @nutz_n_chops: @_MarketNigeria We sell peanuts and small chops 
You can contact us for any of our packages
Peanuts=800
Small chops=800-6…",2020-09-19,B001E4KFG0,0,1,,-1
46,1307237405863415811,"RT @nutz_n_chops: @retweets_9ja We sell peanuts and small chops 
You can contact us for any of our packages
Peanuts=800
Small chops=800-600…",2020-09-19,B001E4KFG0,0,1,,-1
47,1307236079779680256,"RT @nutz_n_chops: @retweets_9ja We sell peanuts and small chops 
You can contact us for any of our packages
Peanuts=800
Small chops=800-600…",2020-09-19,B001E4KFG0,0,1,,-1
48,1307233374298419201,"RT @nutz_n_chops: @retweets_9ja We sell peanuts and small chops 
You can contact us for any of our packages
Peanuts=800
Small chops=800-600…",2020-09-19,B001E4KFG0,0,1,,-1
49,1307229068824391680,"@retweets_9ja We sell peanuts and small chops 
You can contact us for any of our packages
Peanuts=800
Small chops=8… https://t.co/2n2i6a2T2o",2020-09-19,B001E4KFG0,0,1,,-1
50,1307221324901888000,"RT @nutz_n_chops: @_MarketNigeria We sell peanuts and small chops 
You can contact us for any of our packages
Peanuts=800
Small chops=800-6…",2020-09-19,B001E4KFG0,0,1,,-1
51,1307221075361660929,"@_MarketNigeria We sell peanuts and small chops 
You can contact us for any of our packages
Peanuts=800
Small chops… https://t.co/hheXsRe4Ks",2020-09-19,B001E4KFG0,0,1,,-1
52,1306762819711442944,"Nuts that are still in their shell... superior. Jumbo roasted peanuts? Crush em, walnuts? Smash em, raw pistachios?… https://t.co/aLFWtp9ZGD",2020-09-18,B001E4KFG0,0,1,,1
53,1306485932238016512,"@garybrannan It would be awesome. 
Hold out for those luxury jumbo peanuts you only see at Christmas.",2020-09-17,B001E4KFG0,1,1,,1
54,1309576501801684999,@xUziWrld Twizzlers L,2020-09-25,B001E4KFG0,0,1,,0
55,1309576169751293952,@colorbolt1 Twizzlers suck and guacamole sucks and putting them both together sounds like something worse than literal dogshit,2020-09-25,B001E4KFG0,0,1,,-1
56,1309575558280491009,i am threatening to eat this entire pack of twizzlers,2020-09-25,B001E4KFG0,0,1,,0
57,1309574851653447680,Red vines &gt; Twizzlers,2020-09-25,B001E4KFG0,0,1,,0
58,1309573359840108545,is there something wrong with twizzlers and guac?,2020-09-25,B001E4KFG0,0,1,,-1
59,1309572686050459648,"Now that I'm older and my tastes have changed a bit, I think I do actually prefer Red Vines to Twizzlers.

...regul… https://t.co/VOWtyDUwy4",2020-09-25,B001E4KFG0,0,1,,1
60,1309571855607496705,"@_Tinkerz this is my garth algar flannel... for my garth outfit. i also have the pants, shirt and helmet. back when… https://t.co/i1klRFlqZb",2020-09-25,B001E4KFG0,1,1,,0
61,1309571613210234880,RT @sherrymac67: @ProudAmerica4 @Louissirois17Q Red Twizzlers???,2020-09-25,B001E4KFG0,0,1,,0
62,1309571086519078912,"@THahnBurkett We couldn't afford to eat out; no concerns about kid's menus. 

But I do remember sending my child to… https://t.co/J1Ciqs6zAa",2020-09-25,B001E4KFG0,0,1,,0
63,1309570769580707841,@ProudAmerica4 @Louissirois17Q Red Twizzlers???,2020-09-25,B001E4KFG0,0,1,,0
64,1309570681512906752,"RT @ykyouluvmeh: wait im srry.. people
like
twizzlers ???????????",2020-09-25,B001E4KFG0,0,1,,0
65,1309570519344259073,RT @twerkfohaj: twizzlers? who tf eats them shits..,2020-09-25,B001E4KFG0,0,1,,0
66,1309568670709014528,@GuidoFawkes I thought it was Turkey Twizzlers?,2020-09-25,B001E4KFG0,0,1,,0
67,1309568273953050625,@neobuns twizzlers PLSSS,2020-09-25,B001E4KFG0,0,1,,0
68,1309568201173479424,"@BrandysCorner @FryeburgFry LOL you’re not old!! 🤗

I can’t get into it. Twizzlers though - great. Unless they’re stale.",2020-09-25,B001E4KFG0,0,1,,1
69,1309562812130304000,This reminds me that I haven't had Twizzlers in probably a month 😮 https://t.co/JXKR2oRLtv,2020-09-25,B001E4KFG0,0,1,,0
70,1309560747744256001,what if sylvain's favorite candy was twizzlers,2020-09-25,B001E4KFG0,0,1,,1
71,1309560650880999427,@OleRyborg Jeg bor i Massachusetts og vil egentlig bare gerne vide hvor han fik alle de lakridser fra! Jeg kan ikke… https://t.co/KAlw5Mh5Ov,2020-09-25,B001E4KFG0,1,1,,1
72,1309558966020575232,"@HillaryMonahan Team Twizzler all the way. I wish I could find the chocolate Twizzlers again, that would be fun for iced coffee....",2020-09-25,B001E4KFG0,0,1,,1
73,1309558443133612033,"Yoda has an important announcement:
""A candy feature, The Brokaw Movie House is having. Buncha Crunch, Snickers Bit… https://t.co/YNBAYfsU1R",2020-09-25,B001E4KFG0,0,1,,1
74,1309557419991871491,Yeah I might be a stupid idiot with horrible eating habits but you don't have turkey twizzlers in the oven right now do you.,2020-09-25,B001E4KFG0,0,1,,-1
75,1309552026762850310,Dark cherries are the new Twizzlers,2020-09-25,B001E4KFG0,0,1,,-1
76,1309551759166181379,Unpopular opinion but Turkey  twizzlers are sh*t 🤮,2020-09-25,B001E4KFG0,0,1,,0
77,1309550336516947981,@gamesyouloved Where's the twizzlers at,2020-09-25,B001E4KFG0,0,1,,0
78,1309549992571527173,"@RexHuppke Because who among us doesn’t shop for Twizzlers in four inch Louboutins and cashmere?
#vote #VoteHimOut",2020-09-25,B001E4KFG0,0,1,,0
79,1309549744012881921,"If she likes Twizzlers a little too much, get out while you can.",2020-09-25,B001E4KFG0,0,1,,1
80,1309548788982448137,"Picked up crafty for tomorrow, and told myself I wouldn't buy myself a snack. Orange creme twizzlers, you've won this time.",2020-09-25,B001E4KFG0,0,1,,1
81,1309548649471520768,@ShinTsukimi0 !!!!!!! mino looovvveesss twizzlers!! ...hmm liquorice she's not so keen on but !! we all have different tastes!,2020-09-25,B001E4KFG0,0,1,,0
82,1309548308269092868,@Hersheys could you do me a favor  and stop adding twizzlers to your Halloween mix. It is not that I don't  like tw… https://t.co/4Eyr368hTL,2020-09-25,B001E4KFG0,0,1,,0
83,1309547326999007239,RT @mylajhorizon: You gotta be down bad to be smoking out of twizzlers,2020-09-25,B001E4KFG0,0,1,,-1
84,1309547323719114754,@minoisatwendys oh! ehe...i like licorice! but twizzlers are cool too..,2020-09-25,B001E4KFG0,0,1,,1
85,1309546167215296512,Reminder: Twizzlers never taste as good as you hope. #fillercandy #candytwitter,2020-09-25,B001E4KFG0,0,1,,1
86,1309543037413011462,twizzlers suck,2020-09-25,B001E4KFG0,0,1,,0
87,1309541807932440577,Gonna panic buy Turkey Twizzlers incase Jamie (fat cunt) Oliver gets em banned again!,2020-09-25,B001E4KFG0,1,1,,0
88,1309540833033478145,"Fkn gross, Americans have no culture. Why does this look like cut up, moist Twizzlers?🤢 https://t.co/dMaWftf6sU",2020-09-25,B001E4KFG0,1,1,,-1
89,1309540773113856001,"@jaimepantss On second glance it is ""im hungry. Im gonna go eat twizzlers """,2020-09-25,B001E4KFG0,0,1,,0
90,1309540453457559556,"@jaimepantss ""I'm gonna go eat twizzlers""",2020-09-25,B001E4KFG0,0,1,,0
91,1309539814581166080,@fabulousdk Debbie - what the hell does this even mean!?!?! Is the Midwest the home of Baby Yoda and Twizzlers? I'm… https://t.co/4P5RgxCjxS,2020-09-25,B001E4KFG0,0,1,,-1
92,1309536988274536451,RT @MiAmorAlia: Everybody fake hate candy corn just like they fake hate peeps and twizzlers. More for me.,2020-09-25,B001E4KFG0,0,1,,-1
93,1309536674548981760,RT @sarahlugor: twizzlers smack idk what y’all are on about,2020-09-25,B001E4KFG0,0,1,,0
94,1309535797457104896,Just took 7 twizzlers on and I'm not even ashamed 🤷🏽‍♂️,2020-09-25,B001E4KFG0,0,1,,0
95,1309535389850505219,"Haven't you ever seen that @TWIZZLERS commercial, Chad? https://t.co/HATefrWo1Y",2020-09-25,B001E4KFG0,0,1,,0
96,1309534853621321730,@joelockhart What is that a bag of - generic twizzlers?,2020-09-25,B001E4KFG0,0,1,,0
97,1309534122004619264,@Elsawiththefat1 she smell like molded twizzlers,2020-09-25,B001E4KFG0,0,1,,0
98,1309533556625018881,Twizzlers,2020-09-25,B001E4KFG0,0,1,,0
99,1309533353188765696,@shuttle_konk22 @campos63 Wow guys go back to Ooping 101. Midwesterners love Baby Yoda and Twizzlers more than God and country smh,2020-09-25,B001E4KFG0,1,1,,1
100,1309531236457680897,@MysterySolvent Where is she? Why is she holding a bag of twizzlers &amp; eyeliner in a place with nearly empty shelves… https://t.co/21PUmu7rcG,2020-09-25,B001E4KFG0,0,1,,-1
101,1309530892306714624,"tw // food

twizzlers i fucking hate them with a passion. that or reeses but i dont mind them as much https://t.co/CVwK7IHCfu",2020-09-25,B001E4KFG0,0,1,,-1
102,1309530102980587520,@zeldron999 twizzlers taste like plastic i do not,2020-09-25,B001E4KFG0,0,1,,0
103,1309529906884349952,"@MysterySolvent @cljmo Help, she is going to beat me with these twizzlers",2020-09-25,B001E4KFG0,0,1,,0
104,1309529825812639744,Twizzlers are TERRIBLE https://t.co/hTp4xCRFiX,2020-09-25,B001E4KFG0,0,1,,-1
105,1309529384559226887,"You're only allowed 1 type of candy for the rest of your life, what do you choose? — Twizzlers. Without a shadow of… https://t.co/XwRtsNZw2f",2020-09-25,B001E4KFG0,0,1,,0
106,1309528367906029569,@chchchxrrybxmbs Ok true but I hate Twizzlers more,2020-09-25,B001E4KFG0,0,1,,1
107,1309528355587395584,"@madigrips // food
twizzlers, sour patch, reeses, and swedish fish can all go",2020-09-25,B001E4KFG0,0,1,,-1
108,1309527872705527808,"@swaglenny / food
especially salt and vinegar chips or twizzlers tho.. m m yumey",2020-09-25,B001E4KFG0,0,1,,0
109,1309527423655055361,"Tw // food
.
.
.
.
.
Twizzlers are fucking nasty as fuck they’re going https://t.co/U6KsMdPoTO",2020-09-25,B001E4KFG0,0,1,,-1
110,1309527403325198337,@deathgwips twizzlers r good 🤬,2020-09-25,B001E4KFG0,1,1,,1
111,1309527250287702016,@madigrips twizzlers are right there 😡😡😡,2020-09-25,B001E4KFG0,1,1,,1
112,1309526846476869637,@foxxi_loxxi hate twizzlers,2020-09-25,B001E4KFG0,0,1,,-1
113,1309526172305362946,twizzlers are nasty &lt;3 https://t.co/5pHxLp247X,2020-09-25,B001E4KFG0,1,1,,-1
114,1309524181726441475,@tonyposnanski @TheRealHoarse Send him some Twizzlers.,2020-09-25,B001E4KFG0,0,1,,0
115,1309524131893841920,@MysterySolvent “Why is she wearing her bathrobe? I love Twizzlers!”,2020-09-25,B001E4KFG0,0,1,,1
116,1309522849800105989,@MysterySolvent But wait.....what are those things in her other hand.....are they....twizzlers? Or...chilli peppers?,2020-09-25,B001E4KFG0,0,1,,0
117,1309519806908035076,Twizzlers was the imposter,2020-09-25,B001E4KFG0,0,1,,0
118,1309519786737508353,"@MysterySolvent Scotty, beam me up! (Sue me, I like crossovers 😊)
Also, she's got a death grip on the twizzlers. Is… https://t.co/rlsPCJHqwQ",2020-09-25,B001E4KFG0,1,1,,0
119,1309519335673667585,@foxxi_loxxi Definitely Twizzlers,2020-09-25,B001E4KFG0,0,1,,0
120,1309519160687448064,Acabo de ver in video donde en NY a un niño en unos Twizzlers (tipo skwinkles americanos) de Halloween le pusieron… https://t.co/q2XVgx0Dtn,2020-09-25,B001E4KFG0,1,1,,0
121,1309517824096964609,Twizzlers for every meal. 😂🤣 https://t.co/6I6IY3W6VO,2020-09-25,B001E4KFG0,0,1,,0
122,1309517606135635968,@jazzbear09 @lindarchilders @IvankaTrump @TWIZZLERS Batteries not included https://t.co/N1HmQHTx9D,2020-09-25,B001E4KFG0,0,1,,0
123,1309517246604206082,@Jacob_Mayo2 I wouldn’t consider myself a fan either. But I have eaten so many twizzlers in my lifetime and never e… https://t.co/rPbXv2lSx9,2020-09-25,B001E4KFG0,0,1,,1
124,1309517200244518913,The thing I hate most about turkey twizzlers is that they’re absolutely delicious,2020-09-25,B001E4KFG0,0,1,,1
125,1309516145834299395,@Jacob_Mayo2 ABSOLUTE HOT TAKE. Twizzlers over Swedish fish?,2020-09-25,B001E4KFG0,0,1,,1
126,1309516009796231169,RT @Ricky_Turgeon: @hvanspall @HeartOTXHeartMD @DrRaniKhatib Apparently as little as 5 g/d of black licorice can increase BP &amp; cause hypoka…,2020-09-25,B001E4KFG0,0,1,,-1
127,1309515791121944578,"@ETheFriendly Do the Twizzlers play a role? 

I need some.

Maybe better for movie instead of popcorn.  💫🤍

Thanks… https://t.co/PfO2hnA6ph",2020-09-25,B001E4KFG0,0,1,,1
128,1309515393472638976,@trombonitaur one of the people 🥰 i too love off brand twizzlers,2020-09-25,B001E4KFG0,1,1,,1
129,1309514661948264455,@MysterySolvent No-name twizzlers,2020-09-25,B001E4KFG0,0,1,,0
130,1309513827818639362,@MysterySolvent I see shes buying red twizzlers for Erics prison bag,2020-09-25,B001E4KFG0,0,1,,0
131,1309513439774216193,I honestly didn’t know it was a crime to enjoy Twizzlers I mean my God!,2020-09-25,B001E4KFG0,0,1,,1
132,1309513079764316160,@Walroose64 me when walroose wants to get rid of twizzlers https://t.co/SdCymixFk6,2020-09-25,B001E4KFG0,0,1,,1
133,1309511655374467074,@Bihlbo @Rihanna9th @APHealthScience They add licorice flavor to red vines &amp; some twizzlers flavors and call it licorice.,2020-09-25,B001E4KFG0,0,1,,0
134,1309511392161038337,RT @Walroose64: Twizzlers are just strawberry flavored rubber I'm sorry,2020-09-25,B001E4KFG0,0,1,,-1
135,1309510955919978497,Fuck off Jamie Oliver. Never forgiven you for doing away with turkey twizzlers,2020-09-25,B001E4KFG0,0,1,,-1
136,1309510773501296650,@ykyouluvmeh twizzlers are good ._.,2020-09-25,B001E4KFG0,0,1,,1
137,1309508938061303808,@swipnip @TWIZZLERS COMPLETE THE MOOT TWIZZLERS,2020-09-25,B001E4KFG0,0,1,,1
138,1309508793760391168,"@MysterySolvent Baby Yoda in her right hand, twizzlers (?) in her left. 
Must be a secret message in there somewhere.",2020-09-25,B001E4KFG0,1,1,,-1
139,1309507885697830913,@Macallan_King No you don’t. You choose trash fish and twizzlers over REESES.,2020-09-25,B001E4KFG0,0,1,,0
140,1309507689408536581,I really love twizzlers. but it have to be the strawberry kind..,2020-09-25,B001E4KFG0,0,1,,1
141,1309507389494824962,Why all this for Iceland? I only wanted some turkey twizzlers https://t.co/YnPXCRQOy0,2020-09-25,B001E4KFG0,0,1,,0
142,1309506869191421953,@alice_radley @RadioFreeTom This is probably real black licorice. Not the fake twizzlers stuff. And the real stuff sometimes has warnings.,2020-09-25,B001E4KFG0,1,1,,1
143,1309506053474787328,"@ykyouluvmeh agree to disagree respectfully, twizzlers still slap",2020-09-25,B001E4KFG0,1,1,,1
144,1309506019358314497,I'm obliterating the Twizzlers. https://t.co/eYTPFDLpER,2020-09-25,B001E4KFG0,0,1,,0
145,1309504174241923073,@gavanking @SETTHENARRATIVE @lindarchilders @IvankaTrump @TWIZZLERS Who’s a billionaire?,2020-09-25,B001E4KFG0,0,1,,0
146,1309501836492144640,"@sekotser_ @kayakingkiwi @rodjgrimmer Well, they can't have fish and chips 2 nights in a row, Kebab night was Wedne… https://t.co/l1BmGcd84k",2020-09-25,B001E4KFG0,1,1,,0
147,1309501620200157185,@BoxBootley Wow... you’re that serious with your turkey twizzlers huh 👀 £50 is alot y’know to not be spending them 😬,2020-09-25,B001E4KFG0,0,1,,-1
148,1309500892941619200,@RTerriers2 @LovesTheLight Twizzlers?,2020-09-25,B001E4KFG0,0,1,,0
149,1309500691615043587,That’s a bowl full of twizzlers https://t.co/3yjMp35Dhe,2020-09-25,B001E4KFG0,0,1,,1
150,1309500460450164736,I'm watching the twizzlers fall into my paws,2020-09-25,B001E4KFG0,0,1,,0
151,1309499957741748224,@muchawesomewow Currently have a £50 Jamie Oliver voucher but I'm still mad at him banning and then changing the re… https://t.co/nHoUAn4gOc,2020-09-25,B001E4KFG0,0,1,,-1
152,1309499695119695874,RT @mrscrystaljames: Sorting curved and straight lines is way more fun when you use Twizzlers! https://t.co/sdiBN4wwF4,2020-09-25,B001E4KFG0,0,1,,1
153,1309498131952869377,@SecretByx lovely and I need to buy some twizzlers,2020-09-25,B001E4KFG0,0,1,,1
154,1309575981309591560,@nypost Get this guy a Pastrami sandwich and Dr Brown’s Black Cherry soda.,2020-09-25,B001E4KFG0,0,1,,-1
155,1309554417188790272,@Cherry_soda_D 콧대진짜 높은거같아요,2020-09-25,B001E4KFG0,0,1,,0
156,1309553958579392513,@Cherry_soda_D 아까 이거 봄,2020-09-25,B001E4KFG0,0,1,,0
157,1309553725606785026,@Cherry_soda_D (+입술도,2020-09-25,B001E4KFG0,0,1,,0
158,1309552373434466305,@Cherry_soda_D 후우..... 사람 찾아요..^^ 나 진짜 잘해주니까 얼릉 내 멍멍이 하러 오셈~~^^,2020-09-25,B001E4KFG0,0,1,,0
159,1309551254763237376,@Cherry_soda_D 저는 평소에는 참하지만 밤에는 그렇지 않은 사람 좋아합니다 연락주세요^^,2020-09-25,B001E4KFG0,0,1,,0
160,1309551071233155072,@Cherry_soda_D 아~일반인중에는 없음,2020-09-25,B001E4KFG0,0,1,,0
161,1309550830639484931,@Cherry_soda_D 화이팅..,2020-09-25,B001E4KFG0,0,1,,0
162,1309550767640997888,@Cherry_soda_D 그런사람없음,2020-09-25,B001E4KFG0,0,1,,0
163,1309550301939027968,@Cherry_soda_D 괜찮은 남자 너무 희귀해....,2020-09-25,B001E4KFG0,0,1,,0
164,1309550051094482944,@Cherry_soda_D 안녕하세요 저는 검은피부의 덩치큰 사람이 좋습니다^^  연락주세요ㅎㅎ^^,2020-09-25,B001E4KFG0,0,1,,0
165,1309549864850653184,@Cherry_soda_D 난 검은 잔근육남이 조아 완전 취향갈림 캬컁,2020-09-25,B001E4KFG0,0,1,,0
166,1309548405874548736,"@Cherry_soda_D 해줄게,,",2020-09-25,B001E4KFG0,0,1,,0
167,1309548115402264582,@Cherry_soda_D 안할거야,2020-09-25,B001E4KFG0,0,1,,0
168,1309547179044937728,@Cherry_soda_D 그냥 피드 새로고침 많이함,2020-09-25,B001E4KFG0,0,1,,0
169,1309546760163844107,@Cherry_soda_D 나먹어줘,2020-09-25,B001E4KFG0,0,1,,0
170,1309546034561863680,@Cherry_soda_D 나 먹을래?,2020-09-25,B001E4KFG0,0,1,,0
171,1309544980902371334,@Cherry_soda_D 카톡안보면 그냥 때려칠래,2020-09-25,B001E4KFG0,0,1,,0
