id,class
45425,1
45426,1
45427,1
45428,1
45429,1
45430,1
45431,0
45432,0
45433,0
45434,1
45435,0
45436,0
45437,0
45438,0
45439,1
45440,0
45441,0
45442,0
45443,0
45444,2
45445,1
45446,0
45447,0
45448,0
45449,1
45450,0
45451,0
45452,0
45453,0
45454,0
45455,1
45456,0
45457,1
45458,0
45459,0
45460,0
45461,2
45462,0
45463,0
45464,0
45465,0
45466,0
45467,0
45468,0
45469,0
45470,0
45471,0
45472,0
45473,0
45474,0
45475,0
45476,2
45477,0
45478,1
45479,0
45480,2
45481,2
45482,2
45483,0
45484,0
45485,0
45486,2
45487,1
45488,0
45489,0
45490,2
45491,0
45492,0
45493,1
45494,0
45495,0
45496,2
45497,1
45498,0
45499,0
45500,2
45501,0
45502,0
45503,0
45504,2
45505,0
45506,1
45507,0
45508,1
45509,0
45510,2
45511,2
45512,0
45513,1
45514,0
45515,0
45516,0
45517,0
45518,2
45519,0
45520,0
45521,0
45522,0
45523,0
45524,2
45525,2
45526,0
45527,0
45528,2
45529,1
45530,2
45531,2
45532,1
45533,0
45534,2
45535,2
45536,1
45537,2
45538,2
45539,2
45540,0
45541,2
45542,0
45543,2
45544,2
45545,0
45546,0
45547,0
45548,2
45549,2
45550,2
45551,1
45552,2
45553,0
45554,2
45555,0
45556,1
45557,0
45558,2
45559,0
45560,0
45561,0
45562,0
45563,0
45564,0
45565,0
45566,2
45567,2
45568,0
45569,0
45570,2
45571,0
45572,2
45573,0
45574,2
45575,0
45576,2
45577,0
45578,1
45579,2
45580,0
45581,0
45582,0
45583,1
45584,1
45585,1
45586,2
45587,2
45588,1
45589,1
45590,1
45591,1
45592,1
45593,2
45594,2
45595,2
45596,2
45597,1
45598,2
45599,0
45600,1
45601,1
45602,0
45603,2
45604,0
45605,1
45606,1
45607,1
45608,1
45609,0
45610,1
45611,1
45612,0
45613,0
45614,1
45615,1
45616,2
45617,0
45618,1
45619,1
45620,1
45621,0
45622,1
45623,1
45624,2
45625,0
45626,1
45627,2
45628,2
45629,2
45630,0
45631,1
45632,1
45633,0
45634,1
45635,1
45636,1
45637,0
45638,1
45639,1
45640,0
45641,1
45642,2
45643,0
45644,1
45645,1
45646,2
45647,1
45648,2
45649,1
45650,2
45651,1
45652,2
45653,1
45654,1
45655,2
45656,1
45657,1
45658,1
45659,2
45660,1
45661,2
45662,1
45663,0
45664,1
45665,1
45666,0
45667,2
45668,1
45669,1
45670,2
45671,2
45672,2
45673,2
45674,1
45675,1
45676,2
45677,0
45678,1
45679,1
45680,0
45681,1
45682,2
45683,0
45684,0
45685,2
45686,2
45687,1
45688,1
45689,1
45690,0
45691,0
45692,0
45693,0
45694,2
45695,2
45696,2
45697,2
45698,1
45699,2
45700,2
45701,2
45702,1
45703,2
45704,1
45705,1
45706,1
45707,1
45708,1
45709,2
45710,2
45711,0
45712,1
45713,1
45714,1
45715,1
45716,2
45717,1
45718,2
45719,0
45720,2
45721,1
45722,1
45723,1
45724,2
45725,0
45726,2
45727,0
45728,0
45729,1
45730,0
45731,0
45732,2
45733,1
45734,2
45735,1
45736,1
45737,2
45738,0
45739,1
45740,1
45741,1
45742,1
45743,1
45744,1
45745,2
45746,2
45747,2
45748,2
45749,2
45750,1
45751,2
45752,2
45753,2
45754,2
45755,1
45756,1
45757,2
45758,2
45759,2
45760,0
45761,1
45762,2
45763,1
45764,0
45765,2
45766,0
45767,0
45768,2
45769,2
45770,2
45771,2
45772,0
45773,0
45774,1
45775,0
45776,1
45777,2
45778,1
45779,2
45780,2
45781,1
45782,0
45783,2
45784,1
45785,2
45786,0
45787,1
45788,1
45789,2
45790,2
45791,1
45792,0
45793,2
45794,0
45795,1
45796,2
45797,1
45798,2
45799,1
45800,2
45801,0
45802,1
45803,2
45804,1
45805,2
45806,0
45807,0
45808,2
45809,2
45810,2
45811,1
45812,2
45813,2
45814,1
45815,0
45816,1
45817,1
45818,1
45819,1
45820,2
45821,1
45822,2
45823,1
45824,0
45825,1
45826,0
45827,1
45828,1
45829,0
45830,2
45831,1
45832,1
45833,2
45834,1
45835,0
45836,1
45837,2
45838,1
45839,2
45840,2
45841,0
45842,0
45843,1
45844,1
45845,1
45846,1
45847,1
45848,0
45849,1
45850,1
45851,2
45852,1
45853,2
45854,1
45855,1
45856,1
45857,2
45858,2
45859,1
45860,0
45861,2
45862,1
45863,0
45864,1
45865,2
45866,2
45867,0
45868,0
45869,2
45870,1
45871,2
45872,0
45873,1
45874,1
45875,2
45876,2
45877,1
45878,1
45879,2
45880,1
45881,1
45882,2
45883,1
45884,1
45885,0
45886,1
45887,2
45888,0
45889,0
45890,1
45891,1
45892,1
45893,1
45894,1
45895,0
45896,1
45897,0
45898,1
45899,1
45900,1
45901,0
45902,2
45903,1
45904,2
45905,0
45906,2
45907,0
45908,2
45909,2
45910,2
45911,1
45912,1
45913,2
45914,1
45915,0
45916,0
45917,2
45918,0
45919,2
45920,1
45921,1
45922,2
45923,1
45924,2
45925,2
45926,2
45927,2
45928,1
45929,2
45930,1
45931,1
45932,1
45933,2
45934,2
45935,1
45936,2
45937,0
45938,1
45939,2
45940,1
45941,0
45942,0
45943,2
45944,1
45945,2
45946,1
45947,2
45948,0
45949,2
45950,1
45951,0
45952,1
45953,0
45954,2
45955,0
45956,2
45957,2
45958,1
45959,1
45960,0
45961,2
45962,1
45963,1
45964,2
45965,2
45966,0
45967,2
45968,0
45969,1
45970,2
45971,2
45972,2
45973,1
45974,1
45975,2
45976,2
45977,1
45978,2
45979,2
45980,0
45981,1
45982,1
45983,2
45984,1
45985,1
45986,1
45987,1
45988,2
45989,1
45990,1
45991,2
45992,1
45993,2
45994,0
45995,1
45996,1
45997,2
45998,1
45999,0
46000,2
46001,1
46002,0
46003,1
46004,2
46005,1
46006,1
46007,1
46008,0
46009,1
46010,0
46011,0
46012,1
46013,0
46014,1
46015,2
46016,1
46017,1
46018,1
46019,2
46020,2
46021,1
46022,2
46023,0
46024,2
46025,2
46026,0
46027,2
46028,2
46029,2
46030,0
46031,1
46032,2
46033,1
46034,0
46035,0
46036,0
46037,0
46038,0
46039,1
46040,2
46041,2
46042,2
46043,1
46044,0
46045,0
46046,1
46047,2
46048,2
46049,0
46050,2
46051,1
46052,2
46053,2
46054,0
46055,0
46056,0
46057,0
46058,0
46059,0
46060,1
46061,2
46062,2
46063,0
46064,1
46065,0
46066,1
46067,1
46068,0
46069,0
46070,1
46071,0
46072,1
46073,1
46074,0
46075,0
46076,0
46077,1
46078,2
46079,0
46080,1
46081,0
46082,0
46083,2
46084,0
46085,0
46086,1
46087,1
46088,2
46089,0
46090,0
46091,0
46092,1
46093,0
46094,0
46095,2
46096,2
46097,0
46098,0
46099,1
46100,1
46101,0
46102,0
46103,0
46104,1
46105,0
46106,0
46107,0
46108,1
46109,1
46110,1
46111,1
46112,1
46113,0
46114,0
46115,1
46116,2
46117,0
46118,1
46119,1
46120,0
46121,2
46122,0
46123,1
46124,2
46125,2
46126,1
46127,2
46128,0
46129,2
46130,1
46131,0
46132,1
46133,2
46134,2
46135,1
46136,1
46137,0
46138,1
46139,1
46140,0
46141,1
46142,1
46143,2
46144,0
46145,2
46146,0
46147,0
46148,1
46149,1
46150,0
46151,2
46152,1
46153,1
46154,0
46155,1
46156,1
46157,0
46158,1
46159,1
46160,0
46161,0
46162,1
46163,0
46164,2
46165,0
46166,0
46167,0
46168,0
46169,1
46170,0
46171,2
46172,0
46173,0
46174,1
46175,1
46176,0
46177,0
46178,2
46179,2
46180,0
46181,0
46182,0
46183,1
46184,2
46185,0
46186,0
46187,0
46188,0
46189,0
46190,2
46191,0
46192,0
46193,0
46194,2
46195,1
46196,2
46197,0
46198,2
46199,1
46200,1
46201,1
46202,1
46203,1
46204,0
46205,2
46206,2
46207,2
46208,1
46209,1
46210,0
46211,0
46212,2
46213,1
46214,2
46215,1
46216,0
46217,1
46218,2
46219,2
46220,1
46221,0
46222,1
46223,0
46224,1
46225,0
46226,0
46227,0
46228,0
46229,0
46230,0
46231,0
46232,1
46233,1
46234,1
46235,0
46236,2
46237,1
46238,1
46239,1
46240,1
46241,1
46242,0
46243,2
46244,0
46245,0
46246,1
46247,2
46248,0
46249,1
46250,0
46251,0
46252,0
46253,2
46254,1
46255,1
46256,0
46257,1
46258,0
46259,0
46260,0
46261,1
46262,1
46263,1
46264,0
46265,0
46266,0
46267,1
46268,1
46269,1
46270,2
46271,0
46272,0
46273,1
46274,2
46275,0
46276,2
46277,0
46278,1
46279,1
46280,0
46281,1
46282,0
46283,0
46284,0
46285,0
46286,1
46287,1
46288,0
46289,0
46290,1
46291,0
46292,0
46293,0
46294,1
46295,1
46296,1
46297,0
46298,1
46299,1
46300,0
46301,0
46302,0
46303,0
46304,1
46305,1
46306,0
46307,0
46308,1
46309,0
46310,2
46311,1
46312,0
46313,0
46314,1
46315,0
46316,0
46317,0
46318,0
46319,0
46320,0
46321,1
46322,1
46323,0
46324,0
46325,2
46326,0
46327,0
46328,0
46329,0
46330,1
46331,1
46332,0
46333,0
46334,0
46335,1
46336,1
46337,0
46338,1
46339,0
46340,2
46341,0
46342,0
46343,0
46344,1
46345,1
46346,1
46347,0
46348,0
46349,0
46350,0
46351,0
46352,0
46353,2
46354,0
46355,0
46356,1
46357,1
46358,0
46359,0
46360,1
46361,1
46362,1
46363,0
46364,0
46365,1
46366,1
46367,1
46368,0
46369,1
46370,2
46371,0
46372,0
46373,1
46374,1
46375,0
46376,0
46377,0
46378,0
46379,1
46380,1
46381,2
46382,1
46383,1
46384,1
46385,1
46386,2
46387,0
46388,2
46389,1
46390,0
46391,1
46392,1
46393,0
46394,1
46395,0
46396,0
46397,0
46398,0
46399,1
46400,0
46401,0
46402,0
46403,1
46404,0
46405,1
46406,0
46407,0
46408,1
46409,1
46410,1
46411,1
46412,1
46413,0
46414,0
46415,0
46416,0
46417,1
46418,1
46419,1
46420,0
46421,0
46422,0
46423,1
46424,1
46425,0
46426,0
46427,1
46428,1
46429,0
46430,1
46431,1
46432,1
46433,1
46434,1
46435,1
46436,0
46437,0
46438,1
46439,1
46440,1
46441,1
46442,0
46443,0
46444,0
46445,0
46446,0
46447,0
46448,1
46449,0
46450,1
46451,0
46452,2
46453,2
46454,1
46455,1
46456,0
46457,0
46458,0
46459,0
46460,1
46461,1
46462,1
46463,1
46464,1
46465,1
46466,1
46467,1
46468,0
46469,0
46470,1
46471,1
46472,0
46473,0
46474,0
46475,2
46476,0
46477,0
46478,0
46479,0
46480,1
46481,0
46482,1
46483,1
46484,0
46485,1
46486,0
46487,2
46488,0
46489,0
46490,0
46491,1
46492,1
46493,1
46494,1
46495,1
46496,1
46497,1
46498,1
46499,1
46500,1
46501,1
46502,0
46503,0
46504,0
46505,1
46506,0
46507,0
46508,0
46509,0
46510,0
46511,0
46512,0
46513,0
46514,0
46515,1
46516,0
46517,1
46518,0
46519,0
46520,0
46521,2
46522,0
46523,0
46524,2
46525,0
46526,1
46527,0
46528,0
46529,1
46530,0
46531,0
46532,0
46533,0
46534,0
46535,0
46536,1
46537,0
46538,0
46539,0
46540,1
46541,0
46542,1
46543,0
46544,0
46545,0
46546,0
46547,2
46548,0
46549,0
46550,2
46551,0
46552,0
46553,0
46554,0
46555,0
46556,0
46557,1
46558,0
46559,0
46560,0
46561,0
46562,0
46563,0
46564,0
46565,0
46566,0
46567,0
46568,0
46569,0
46570,0
46571,1
46572,2
46573,2
46574,1
46575,0
46576,0
46577,0
46578,0
46579,1
46580,0
46581,1
46582,0
46583,2
46584,0
46585,2
46586,0
46587,2
46588,2
46589,0
46590,0
46591,2
46592,2
46593,0
46594,2
46595,0
46596,1
46597,0
46598,2
46599,2
46600,0
46601,2
46602,0
46603,2
46604,1
46605,1
46606,2
46607,2
46608,2
46609,0
46610,2
46611,2
46612,2
46613,0
46614,0
46615,0
46616,2
46617,2
46618,1
46619,2
46620,2
46621,0
46622,0
46623,0
46624,2
46625,0
46626,0
46627,0
46628,2
46629,2
46630,0
46631,0
46632,0
46633,0
46634,0
46635,2
46636,0
46637,0
46638,0
46639,1
46640,1
46641,0
46642,0
46643,2
46644,2
46645,2
46646,1
46647,1
46648,2
46649,2
46650,2
46651,0
46652,2
46653,0
46654,0
46655,2
46656,0
46657,0
46658,0
46659,1
46660,0
46661,1
46662,2
46663,2
46664,0
46665,1
46666,1
46667,2
46668,1
46669,2
46670,1
46671,1
46672,1
46673,2
46674,1
46675,1
46676,2
46677,1
46678,0
46679,1
46680,1
46681,0
46682,1
46683,1
46684,2
46685,1
46686,1
46687,1
46688,2
46689,1
46690,0
46691,0
46692,0
46693,2
46694,1
46695,2
46696,1
46697,1
46698,2
46699,1
46700,0
46701,0
46702,2
46703,1
46704,2
46705,0
46706,0
46707,1
46708,2
46709,2
46710,1
46711,1
46712,1
46713,1
46714,1
46715,2
46716,2
46717,1
46718,1
46719,0
46720,2
46721,0
46722,1
46723,1
46724,1
46725,1
46726,1
46727,0
46728,1
46729,1
46730,2
46731,1
46732,1
46733,1
46734,0
46735,1
46736,1
46737,2
46738,2
46739,1
46740,2
46741,1
46742,2
46743,1
46744,1
46745,1
46746,2
46747,2
46748,2
46749,0
46750,1
46751,2
46752,2
46753,2
46754,1
46755,2
46756,2
46757,0
46758,1
46759,2
46760,1
46761,1
46762,2
46763,1
46764,0
46765,2
46766,2
46767,1
46768,1
46769,1
46770,1
46771,1
46772,1
46773,2
46774,2
46775,1
46776,1
46777,2
46778,0
46779,1
46780,2
46781,1
46782,1
46783,1
46784,0
46785,2
46786,1
46787,2
46788,2
46789,1
46790,1
46791,1
46792,2
46793,2
46794,1
46795,0
46796,1
46797,0
46798,2
46799,2
46800,1
46801,1
46802,2
46803,2
46804,0
46805,1
46806,2
46807,1
46808,2
46809,2
46810,0
46811,2
46812,2
46813,2
46814,1
46815,0
46816,2
46817,0
46818,2
46819,1
46820,1
46821,0
46822,1
46823,1
46824,2
46825,0
46826,2
46827,0
46828,2
46829,2
46830,1
46831,2
46832,1
46833,2
46834,0
46835,1
46836,1
46837,0
46838,0
46839,2
46840,1
46841,0
46842,2
46843,2
46844,1
46845,2
46846,2
46847,1
46848,1
46849,0
46850,2
46851,1
46852,1
46853,2
46854,2
46855,1
46856,0
46857,1
46858,0
46859,0
46860,0
46861,0
46862,2
46863,1
46864,2
46865,2
46866,1
46867,1
46868,1
46869,1
46870,2
46871,2
46872,1
46873,1
46874,0
46875,2
46876,2
46877,1
46878,1
46879,1
46880,2
46881,2
46882,1
46883,2
46884,2
46885,2
46886,1
46887,1
46888,1
46889,2
46890,2
46891,1
46892,2
46893,2
46894,1
46895,0
46896,2
46897,0
46898,0
46899,1
46900,1
46901,2
46902,1
46903,2
46904,2
46905,1
46906,2
46907,1
46908,2
46909,1
46910,1
46911,0
46912,1
46913,2
46914,0
46915,1
46916,1
46917,1
46918,1
46919,1
46920,1
46921,0
46922,0
46923,1
46924,2
46925,2
46926,2
46927,2
46928,1
46929,0
46930,2
46931,0
46932,1
46933,0
46934,2
46935,2
46936,2
46937,1
46938,2
46939,0
46940,2
46941,2
46942,1
46943,0
46944,1
46945,0
46946,1
46947,1
46948,1
46949,0
46950,1
46951,2
46952,2
46953,0
46954,2
46955,1
46956,2
46957,1
46958,2
46959,2
46960,2
46961,1
46962,0
46963,1
46964,1
46965,0
46966,0
46967,1
46968,1
46969,2
46970,2
46971,2
46972,1
46973,1
46974,2
46975,1
46976,2
46977,2
46978,2
46979,2
46980,0
46981,1
46982,1
46983,1
46984,2
46985,1
46986,2
46987,2
46988,2
46989,0
46990,2
46991,1
46992,0
46993,0
46994,1
46995,0
46996,0
46997,1
46998,1
46999,2
47000,0
47001,2
47002,0
47003,1
47004,1
47005,2
47006,1
47007,1
47008,1
47009,1
47010,1
47011,0
47012,0
47013,2
47014,1
47015,2
47016,1
47017,1
47018,1
47019,0
47020,2
47021,2
47022,0
47023,1
47024,2
47025,2
47026,1
47027,1
47028,0
47029,1
47030,2
47031,1
47032,1
47033,0
47034,0
47035,2
47036,1
47037,1
47038,1
47039,0
47040,2
47041,2
47042,2
47043,1
47044,1
47045,0
47046,2
47047,2
47048,2
47049,1
47050,2
47051,1
47052,0
47053,2
47054,1
47055,1
47056,2
47057,2
47058,1
47059,1
47060,1
47061,2
47062,2
47063,1
47064,1
47065,0
47066,2
47067,1
47068,2
47069,1
47070,1
47071,2
47072,1
47073,1
47074,1
47075,1
47076,1
47077,0
47078,1
47079,1
47080,2
47081,2
47082,2
47083,2
47084,2
47085,2
47086,2
47087,2
47088,1
47089,1
47090,1
47091,1
47092,0
47093,1
47094,1
47095,1
47096,2
47097,1
47098,2
47099,1
47100,1
47101,1
47102,2
47103,1
47104,2
47105,0
47106,1
47107,1
47108,1
47109,2
47110,1
47111,0
47112,0
47113,0
47114,2
47115,1
47116,0
47117,0
47118,0
47119,0
47120,0
47121,0
47122,1
47123,0
47124,1
47125,0
47126,0
47127,0
47128,1
47129,2
47130,2
47131,1
47132,1
47133,1
47134,2
47135,0
47136,1
47137,1
47138,0
47139,0
47140,1
47141,1
47142,0
47143,1
47144,1
47145,0
47146,1
47147,1
47148,2
47149,1
47150,0
47151,0
47152,1
47153,0
47154,0
47155,0
47156,2
47157,1
47158,1
47159,0
47160,0
47161,0
47162,0
47163,2
47164,2
47165,1
47166,1
47167,1
47168,1
47169,0
47170,1
47171,2
47172,0
47173,2
47174,1
47175,2
47176,1
47177,0
47178,1
47179,1
47180,2
47181,2
47182,2
47183,0
47184,1
47185,2
47186,1
47187,1
47188,0
47189,1
47190,1
47191,0
47192,0
47193,1
47194,1
47195,0
47196,1
47197,0
47198,1
47199,1
47200,1
47201,1
47202,0
47203,2
47204,0
47205,1
47206,1
47207,2
47208,1
47209,1
47210,1
47211,2
47212,2
47213,1
47214,0
47215,1
47216,1
47217,1
47218,1
47219,2
47220,0
47221,1
47222,2
47223,1
47224,1
47225,1
47226,1
47227,2
47228,1
47229,1
47230,2
47231,0
47232,1
47233,0
47234,0
47235,0
47236,0
47237,1
47238,1
47239,0
47240,2
47241,0
47242,2
47243,0
47244,1
47245,1
47246,0
47247,1
47248,0
47249,0
47250,0
47251,0
47252,1
47253,1
47254,1
47255,1
47256,1
47257,1
47258,0
47259,1
47260,1
47261,1
47262,1
47263,1
47264,2
47265,0
47266,2
47267,1
47268,2
47269,1
47270,1
47271,0
47272,1
47273,1
47274,0
47275,1
47276,1
47277,0
47278,1
47279,1
47280,1
47281,1
47282,0
47283,1
47284,1
47285,1
47286,1
47287,0
47288,0
47289,2
47290,2
47291,0
47292,2
47293,0
47294,1
47295,0
47296,0
47297,2
47298,0
47299,0
47300,2
47301,1
47302,2
47303,0
47304,0
47305,1
47306,1
47307,1
47308,1
47309,2
47310,0
47311,0
47312,2
47313,0
47314,1
47315,1
47316,1
47317,1
47318,0
47319,1
47320,1
47321,2
47322,1
47323,1
47324,0
47325,1
47326,1
47327,1
47328,0
47329,2
47330,2
47331,2
47332,2
47333,0
47334,0
47335,0
47336,2
47337,1
47338,1
47339,0
47340,0
47341,1
47342,1
47343,1
47344,1
47345,0
47346,1
47347,1
47348,1
47349,0
47350,0
47351,1
47352,0
47353,1
47354,1
47355,0
47356,0
47357,1
47358,1
47359,1
47360,0
47361,1
47362,1
47363,1
47364,0
47365,1
47366,1
47367,1
47368,0
47369,0
47370,1
47371,0
47372,1
47373,1
47374,1
47375,0
47376,1
47377,0
47378,1
47379,0
47380,2
47381,2
47382,0
47383,1
47384,1
47385,0
47386,0
47387,1
47388,0
47389,1
47390,2
47391,0
47392,2
47393,1
47394,1
47395,0
47396,1
47397,1
47398,1
47399,1
47400,2
47401,0
47402,0
47403,0
47404,0
47405,0
47406,2
47407,0
47408,1
47409,0
47410,1
47411,0
47412,1
47413,1
47414,1
47415,0
47416,0
47417,0
47418,0
47419,1
47420,1
47421,0
47422,1
47423,0
47424,1
47425,0
47426,2
47427,0
47428,0
47429,0
47430,1
47431,1
47432,0
47433,1
47434,1
47435,0
47436,1
47437,1
47438,1
47439,1
47440,0
47441,2
47442,1
47443,0
47444,1
47445,0
47446,1
47447,1
47448,0
47449,1
47450,1
47451,1
47452,0
47453,1
47454,0
47455,0
47456,1
47457,0
47458,1
47459,1
47460,1
47461,1
47462,0
47463,1
47464,0
47465,1
47466,1
47467,0
47468,1
47469,0
47470,0
47471,1
47472,0
47473,1
47474,1
47475,1
47476,1
47477,1
47478,0
47479,0
47480,1
47481,1
47482,0
47483,0
47484,1
47485,1
47486,0
47487,0
47488,1
47489,0
47490,0
47491,1
47492,0
47493,1
47494,1
47495,1
47496,1
47497,2
47498,1
47499,0
47500,1
47501,2
47502,1
47503,0
47504,1
47505,1
47506,1
47507,1
47508,1
47509,0
47510,1
47511,0
47512,0
47513,0
47514,1
47515,0
47516,0
47517,0
47518,1
47519,0
47520,0
47521,2
47522,0
47523,0
47524,0
47525,0
47526,1
47527,0
47528,1
47529,1
47530,0
47531,0
47532,0
47533,0
47534,0
47535,0
47536,0
47537,0
47538,0
47539,2
47540,2
47541,0
47542,0
47543,1
47544,1
47545,1
47546,1
47547,1
47548,0
47549,0
47550,0
47551,2
47552,0
47553,2
47554,2
47555,2
47556,2
47557,1
47558,1
47559,1
47560,0
47561,1
47562,0
47563,1
47564,0
47565,1
47566,0
47567,0
47568,0
47569,0
47570,2
47571,0
47572,2
47573,2
47574,2
47575,1
47576,0
47577,0
47578,2
47579,0
47580,0
47581,0
47582,2
47583,0
47584,0
47585,0
47586,2
47587,1
47588,1
47589,1
47590,0
47591,0
47592,2
47593,0
47594,0
47595,0
47596,0
47597,0
47598,0
47599,2
47600,1
47601,1
47602,1
47603,1
47604,1
47605,1
47606,1
47607,0
47608,1
47609,1
47610,2
47611,0
47612,0
47613,0
47614,0
47615,0
47616,0
47617,0
47618,2
47619,2
47620,1
47621,0
47622,0
47623,0
47624,0
47625,0
47626,1
47627,0
47628,0
47629,0
47630,0
47631,0
47632,0
47633,0
47634,0
47635,0
47636,2
47637,2
47638,0
47639,2
47640,2
47641,1
47642,1
47643,2
47644,1
47645,0
47646,2
47647,2
47648,1
47649,0
47650,0
47651,0
47652,0
47653,2
47654,0
47655,0
47656,2
47657,0
47658,0
47659,0
47660,1
47661,0
47662,0
47663,2
47664,0
47665,2
47666,0
47667,0
47668,0
47669,0
47670,2
47671,0
47672,0
47673,0
47674,0
47675,0
47676,1
47677,2
47678,0
47679,2
47680,2
47681,0
47682,0
47683,0
47684,2
47685,1
47686,0
47687,0
47688,2
47689,2
47690,0
47691,2
47692,0
47693,2
47694,2
47695,0
47696,2
47697,0
47698,0
47699,0
47700,0
47701,2
47702,2
47703,0
47704,0
47705,2
47706,2
47707,2
47708,1
47709,0
47710,0
47711,0
47712,0
47713,2
47714,0
47715,2
47716,2
47717,0
47718,0
47719,2
47720,2
47721,2
47722,2
47723,0
47724,0
47725,0
47726,0
47727,2
47728,0
47729,2
47730,2
47731,0
47732,0
47733,0
47734,0
47735,0
47736,0
47737,0
47738,0
47739,0
47740,0
47741,0
47742,2
47743,0
47744,0
47745,2
47746,0
47747,0
47748,2
47749,0
47750,2
47751,0
47752,2
47753,2
47754,0
47755,0
47756,0
47757,0
47758,0
47759,0
47760,0
47761,2
47762,0
47763,0
47764,1
47765,0
47766,0
47767,0
47768,0
47769,1
47770,0
47771,0
47772,1
47773,1
47774,0
47775,2
47776,1
47777,0
47778,1
47779,1
47780,2
47781,1
47782,0
47783,1
47784,0
47785,1
47786,1
47787,2
47788,0
47789,1
47790,2
47791,0
47792,0
47793,2
47794,1
47795,1
47796,1
47797,2
